X,Y
62.93808234,10.69625907
62.95795518,10.50736144
62.98142052,10.45031763
62.99877287,10.50750214
63.02293064,10.5707092
63.03682652,10.63020012
63.05413201,10.70210988
63.07141188,10.7899717
63.08518177,10.89568271
63.10216263,11.0293553
63.11189723,11.18727236
63.13149057,11.35340289
63.14054933,11.49659063
63.14965504,11.60910054
63.15863001,11.71670021
63.16386504,11.82946549
63.17527304,11.97360492
63.17796858,12.18164202
63.18006812,12.51083597
63.17185694,12.97348756
63.15626709,13.58281567
63.12997703,14.31280351
63.08120725,15.11037056
63.02168321,15.933635
62.94621145,16.71593338
62.87085116,17.43258825
62.79495974,18.05181591
62.72692859,18.5660394
62.66997554,18.97482882
62.62129017,19.28681862
62.58360387,19.52021088
62.55332888,19.70300826
62.52885733,19.87137742
62.48994532,20.05034919
62.44763144,20.2895958
62.38426792,20.61451112
62.29992476,21.0366192
62.19250528,21.55382329
62.06326668,22.14629751
61.91977659,22.78732124
61.76396387,23.44397234
61.60727731,24.08573431
61.46274393,24.68291262
61.32838157,25.20238989
61.21337798,25.63596529
61.11978312,25.98461412
61.04918086,26.26398713
60.99804406,26.48967114
60.95442344,26.68813938
60.91098128,26.88366395
60.85042261,27.10213036
60.7789383,27.37886794
60.67935882,27.72157633
60.54775928,28.13712513
60.39085345,28.62666551
60.20718379,29.16222585
60.00849293,29.73278106
59.79861031,30.31308781
59.58619153,30.86878934
59.39026532,31.3793645
59.21157821,31.82422653
59.06191754,32.20338368
58.94043329,32.51182795
58.84164921,32.75415874
58.76687809,32.95176392
58.70129738,33.11663515
58.64203105,33.28810465
58.56904564,33.48747717
58.46771093,33.73408181
58.34026984,34.06332947
58.16710507,34.45961674
57.96302786,34.92986073
57.71801805,35.43850009
57.46389047,35.98098127
57.19802362,36.51169114
56.95064613,37.02452413
56.72803356,37.4823074
56.52879617,37.87230656
56.37903398,38.19978572
56.24780321,38.45564835
56.15636094,38.67032217
56.07373003,38.84181332
56.00769462,39.0030967
55.93322369,39.17695792
55.8300841,39.37760696
55.69714467,39.63229617
55.51401371,39.94467361
55.2935327,40.33540508
55.02095578,40.78009886
54.71083525,41.26201223
54.38970862,41.76529958
54.06198723,42.24991432
53.75499058,42.70353339
53.47295254,43.10656476
53.23440972,43.45308612
53.03959048,43.73778852
52.88399409,43.96104498
52.7677456,44.1400084
52.67261702,44.28333426
52.59222726,44.41504245
52.5126973,44.56033046
52.4053491,44.72389779
52.26151446,44.93856807
52.059266,45.206725
51.80795412,45.54482138
51.49978094,45.93662177
51.15395562,46.3715059
50.7789897,46.82284047
50.39146904,47.26385177
50.02839374,47.69038858
49.6889191,48.06966154
49.39211493,48.39805807
49.15214675,48.66362557
48.96704669,48.87765
48.82620696,49.03875899
48.71189812,49.16565974
48.6206745,49.28267082
48.51910046,49.39568866
48.4002803,49.5383018
48.23984987,49.71331749
48.02531589,49.93828642
47.74592029,50.221469
47.3987021,50.55631787
47.00513672,50.93986064
46.57355446,51.34267443
46.12823747,51.74210045
45.6981609,52.12606334
45.29753746,52.47133737
44.94619608,52.78233397
44.64558499,53.03538932
44.4104919,53.24552848
44.22068664,53.40593562
44.08512649,53.54121582
43.97478482,53.65628459
43.86365058,53.76531
43.74276007,53.89313768
43.57670946,54.04211383
43.36652126,54.22858172
43.09995657,54.45438444
42.77577426,54.71282358
42.39333958,54.99660835
41.95879416,55.29948517
41.50732174,55.61301861
41.05465238,55.92038564
40.6139637,56.20756403
40.20845468,56.4662779
39.85030074,56.6904406
39.54104845,56.87526285
39.28770359,57.0180476
39.08850239,57.13760442
38.9181886,57.22797967
38.76800962,57.32201083
38.60326072,57.41300186
38.41373645,57.51753138
38.17950465,57.64120324
37.89330088,57.79263573
37.55408304,57.97647385
37.15182966,58.18600642
36.71010775,58.42251136
36.22528405,58.67067782
35.72202252,58.91664608
35.23152036,59.14974829
34.76799379,59.35873207
34.36398422,59.53959409
34.00697878,59.68489047
