X,Y
55.37604793,3.19022989
55.39272215,2.997093451
55.40936266,2.920938274
55.41983122,2.969237485
55.43368688,3.019729979
55.44412303,3.07416476
55.45796032,3.138973248
55.47518854,3.221517869
55.48891104,3.323138683
55.50927165,3.455323141
55.52238192,3.615024134
55.53845373,3.784278308
55.55422158,3.940849878
55.57347584,4.067709602
55.59262917,4.186795942
55.60463236,4.306400503
55.61933993,4.455594348
55.62528364,4.668275376
55.63389238,5.007574405
55.62536363,5.468987635
55.61291169,6.078039032
55.58629744,6.805141062
55.54062576,7.603645372
55.48748988,8.433300742
55.41501888,9.218565587
55.34633207,9.939982679
55.28488061,10.56474096
55.22566395,11.07079995
55.18618101,11.46819556
55.15427337,11.75006567
55.14530067,11.95516894
55.13471442,12.09340307
55.12998576,12.21846315
55.1242137,12.37190875
55.09529935,12.58758444
55.05289122,12.91907265
54.98114585,13.37463261
54.88358098,13.96045387
54.75286447,14.65119008
54.59352991,15.40714152
54.42438676,16.19044916
54.24461947,16.9339814
54.07975062,17.5977012
53.93697025,18.15296764
53.82816884,18.58723981
53.74406035,18.89817249
53.69708148,19.11101311
53.66658874,19.23903012
53.64967308,19.32243847
53.64167358,19.39127229
53.62320197,19.47890838
53.58417924,19.64517909
53.50196005,19.92972144
53.36636348,20.35631757
53.18713016,20.92468561
52.96002081,21.58064442
52.70294924,22.29014221
52.43197524,23.00532428
52.1716017,23.68882697
51.92804088,24.28412835
51.72315451,24.77143652
51.56231636,25.14721363
51.45388329,25.41076856
51.38913902,25.56427084
51.3638331,25.63056447
51.34886102,25.68499963
51.32768512,25.74193775
51.30113295,25.81035966
51.25034909,25.94151696
51.14817825,26.1705449
50.9807852,26.52257097
50.75363356,26.98973078
50.46651247,27.55373125
50.1396777,28.18686165
49.78647008,28.84818199
49.43523305,29.49351656
49.10426058,30.06467575
48.82552578,30.54986703
48.60438696,30.92846212
48.44582289,31.19815778
48.34146566,31.36782784
48.29149428,31.45749746
48.27308773,31.50499205
48.25057491,31.55008478
48.22243658,31.59520248
48.17835061,31.67456374
48.08418354,31.83307906
47.91595885,32.10639879
47.65488562,32.50139097
47.32433538,33.00970111
46.93322957,33.5936238
46.50190095,34.21787135
46.05552091,34.83594753
45.63464099,35.4097323
45.26247661,35.89698266
44.96081827,36.29114544
44.73989948,36.57708695
44.59645044,36.75565797
44.52597764,36.84280041
44.49924845,36.88338492
44.47274331,36.92362447
44.44258674,36.96827539
44.40752654,37.02644769
44.33218787,37.13357974
44.18097534,37.33189004
43.93493881,37.64125955
43.59609023,38.05427291
43.16980571,38.54379616
42.69119454,39.08627865
42.18862767,39.63266819
41.70950752,40.14634622
41.27919556,40.59690098
40.92526733,40.96081505
40.65794246,41.23953758
40.47600961,41.43126047
40.36373112,41.55380632
40.3110569,41.62490181
40.2834459,41.66495775
40.25898809,41.72204573
40.22398016,41.78246145
40.1474673,41.86903017
40.00445672,42.02498007
39.75938652,42.26210674
39.41355466,42.59544276
38.9777114,43.00369682
38.4686055,43.46051693
37.94049962,43.92803585
37.411933,44.37729833
36.91570914,44.78865734
36.48550102,45.13788726
36.12943679,45.41626583
35.87017232,45.62793533
35.69296011,45.76884907
35.59065411,45.85217208
35.54669291,45.89126424
35.51625329,45.92611236
35.48120561,45.9643603
35.41649054,46.01872808
35.27498195,46.13589811
35.02313626,46.32726421
34.65000179,46.60360487
34.17164282,46.94301274
33.62803921,47.31902632
33.04461001,47.71141421
32.45766681,48.09479908
31.90169267,48.44770937
31.41597563,48.7535636
31.02563476,48.99508057
30.73590261,49.16726554
30.54896053,49.27702527
30.4501308,49.32922159
30.41228783,49.35120632
30.37371856,49.37356934
30.33229729,49.39753701
30.28045496,49.432855
30.16578068,49.5041385
29.93675397,49.63994155
29.58022901,49.84526193
29.09400397,50.112101
28.50400732,50.42694817
27.83855621,50.7705309
27.14141943,51.11764497
26.46610666,51.43661352
25.8693581,51.71314085
25.38177729,51.9323502
25.01693302,52.08756784
24.77766603,52.1859153
24.64823177,52.23630683
24.61174949,52.2566851
24.57490689,52.28204539
24.53120707,52.30052555
24.48635965,52.31944235
24.42077842,52.35187145
24.263034,52.42259396
23.96389177,52.54584211
23.52421201,52.72307432
22.97075561,52.9396101
22.32704172,53.1823824
21.62895416,53.4301599
20.92738052,53.66807931
20.28007043,53.87750033
19.72898163,54.04336663
19.29461782,54.1720687
18.9776462,54.26222862
18.78110274,54.31538313
18.68862201,54.3333722
18.64971631,54.34459965
18.59480147,54.35598956
18.54683098,54.36973463
18.49554719,54.37558439
18.40635496,54.39653485
18.20238197,54.453855
17.84020611,54.54474159
17.3346297,54.67915371
16.69267516,54.83350923
15.95456692,55.00602279
15.18160669,55.17488636
14.43540707,55.3262322
13.74795178,55.45135307
13.17686393,55.54682259
12.73744502,55.6140915
12.42726222,55.6609603
12.24793994,55.68157234
12.1814825,55.68803761
12.1305897,55.68805862
12.07906892,55.69208634
12.02956268,55.69575904
11.98005012,55.69939056
11.88159518,55.71037684
11.64858804,55.73710184
11.25867613,55.78480593
10.71040355,55.84626775
