X,Y
58.47810327,6.209320878
58.49431136,5.993689483
58.51749262,5.910469479
58.53830582,5.968619706
58.55227052,6.022792831
58.57309373,6.092395916
58.59050731,6.170849632
58.60448662,6.264289432
58.62178813,6.379964857
58.63202834,6.520294864
58.64869758,6.688733857
58.65816876,6.838878191
58.67085982,6.974034884
58.68012319,7.081637933
58.6891622,7.19251086
58.70114119,7.325614344
58.70483925,7.515670186
58.71550211,7.828833737
58.71337365,8.270434904
58.70539412,8.849786755
58.68449256,9.550570192
58.64167041,10.32886086
58.58793771,11.14316499
58.52412661,11.93359865
58.45659718,12.65458208
58.39140904,13.28113535
58.33089998,13.79273449
58.28834092,14.20163978
58.25181736,14.49935298
58.2270947,14.71115203
58.21425669,14.86808032
58.20234386,14.99204566
58.18765294,15.13130664
58.16477525,15.34130337
58.11993018,15.65052543
58.04763929,16.0787703
57.95380077,16.64254958
57.82920588,17.30551251
57.68172822,18.03223441
57.51750991,18.78456813
57.34869127,19.50933009
57.18731942,20.16553085
57.04251919,20.71443994
56.92772993,21.15232794
56.84383296,21.47185097
56.78622381,21.68157989
56.75575578,21.81302418
56.74240573,21.88683001
56.73288665,21.94769292
56.7133293,22.02663658
56.67765378,22.18666682
56.59851814,22.46960994
56.46651866,22.89737086
56.28508746,23.47437407
56.05470151,24.15691321
55.79607929,24.90023493
55.52304964,25.64826736
55.25685245,26.34720403
55.01786705,26.96522879
54.81477865,27.46771732
54.66115225,27.8441093
54.55728637,28.09033916
54.50967812,28.23019769
54.49256802,28.29040001
54.47607057,28.34908393
54.46108309,28.41526221
54.43922954,28.48544005
54.39456926,28.61630822
54.29681968,28.86142485
54.13083438,29.2484787
53.89623177,29.75918117
53.6051765,30.36932103
53.27700635,31.04216099
52.92347218,31.72019582
52.58323522,32.36098285
52.27841835,32.91991325
52.03102457,33.37509462
51.84484155,33.70876452
51.72287671,33.93072185
51.66548784,34.05303188
51.64646292,34.1025464
51.6293097,34.14889074
51.61020622,34.19835754
51.5829601,34.26106378
51.52056084,34.38090135
51.39068647,34.60005889
51.17880124,34.9559104
50.87979626,35.43204518
50.5075916,36.00744479
50.08823409,36.65249279
49.65026176,37.2960815
49.23578662,37.90416884
48.85754273,38.4230068
48.55224796,38.85750604
48.3214037,39.17226155
48.17395746,39.3842381
48.09725746,39.51260776
48.06716121,39.57386677
48.0513592,39.62472222
48.02955708,39.67533178
48.00159584,39.73358555
47.94684659,39.83290214
47.81783001,40.00867276
47.60470059,40.30880752
47.28926323,40.70515888
46.90329,41.19882501
46.44505749,41.73418661
45.97183984,42.29355075
45.49755604,42.82482374
45.06925615,43.2938594
44.71414778,43.68365222
44.43784717,43.97940459
44.26046739,44.18553185
44.15561217,44.30395684
44.11454204,44.36527135
44.09257607,44.40751246
44.06367347,44.44975795
44.03670187,44.49682628
43.98375795,44.56940207
43.85919177,44.7051244
43.63707572,44.94108858
43.29970599,45.27050114
42.86049178,45.68866461
42.34614049,46.17168924
41.78355513,46.68427754
41.2127229,47.18296277
40.68106235,47.64124488
40.22489114,48.02651758
39.85659368,48.32742508
39.58763215,48.53923764
39.41272702,48.67545393
39.31473579,48.76336725
39.2716767,48.80864891
39.23975041,48.83924112
39.20570265,48.87745372
39.15650687,48.92115025
39.05975438,49.01300081
38.86387927,49.16721198
38.54844336,49.40878737
38.12899103,49.72226934
37.6226869,50.09085605
37.04657091,50.48680984
36.45497659,50.88757124
35.88677945,51.26150374
35.37946639,51.58650432
34.964816,51.84606567
34.65461396,52.04223865
34.44197863,52.17119963
34.31543645,52.24729027
34.24629093,52.28866231
34.21037152,52.31555606
34.16503519,52.34254974
34.11052525,52.37492337
34.00868309,52.44060614
33.80090136,52.56253472
33.4677829,52.75533646
33.00489939,53.01784127
32.43918797,53.33027254
31.80199454,53.67135251
31.12791495,54.01480027
30.46626351,54.34508743
29.87936999,54.62330333
29.38374029,54.85057663
29.00198865,55.01528308
28.74825321,55.12441282
28.60468321,55.18331917
28.55755184,55.2041684
28.51296838,55.21891184
28.46879405,55.23835702
28.42647466,55.25693994
28.34919037,55.28093318
28.20032721,55.3505866
27.91394889,55.47358653
27.49019335,55.65189203
26.94654946,55.86945357
26.3097284,56.11621407
25.64244973,56.36952085
24.96030503,56.60848453
24.30458422,56.83256719
23.72839059,57.01643264
